case_name,release_date,author_judge,status,appeal_number
"Mentor Graphics Corporation v. Eve-Usa, Inc.",2017-09-01,MOORE,ingested,2015-1470; 2015-1554; 2015-1556
"Nantkwest, Inc. v. Matal",2017-08-31,Per Curiam,ingested,2016-1794
"Vicor Corporation v. Synqor, Inc.",2017-08-30,Chen,ingested,2016-2283; 2016-2288
Harris v. United States,2017-08-29,STOLL,ingested,2017-1912
"Return Mail, Inc. v. United States Postal Service",2017-08-28,Newman,ingested,2016-1502
"Ultratec, Inc. v. Captioncall, LLC",2017-08-28,Moore,ingested,2016-1706; 2016-1707; 2016-1710; 2016-1712; 2016-1708; 2016-1709; 2016-1715; 2016-1713; 2016-2366
"Collaborative Agreements, LLC v. Adobe Systems Inc.",2017-08-25,Per Curiam,ingested,2016-2560
In Re: Stepan Company,2017-08-25,LOURIE,ingested,2016-1811
"Alvarado Hospital, LLC v. Cochran",2017-08-22,,ingested,16-1356
"Alvarado Hospital, LLC v. Cochran",2017-08-22,NEWMAN,ingested,2016-1356
Gazelle v. Shulkin,2017-08-22,Wallach,ingested,2016-1932
Nidec Motor Corporation v. Zhongshan Broad Ocean Motor Co,2017-08-22,Per Curiam,ingested,2016-2321
Adams v. United States,2017-08-21,Per Curiam,ingested,2016-2296
"Gonzalez v. New Life Ventures, Inc.",2017-08-21,Per Curiam,ingested,2016-2622; 2017-1092
Highland Al Hujaz Co. v. Speer,2017-08-21,Per Curiam,ingested,2016-2090
"In re William D. Hober, Inc.",2017-08-21,Per Curiam,ingested,2016-2181
Ipcom Gmbh & Co. v. Htc Corporation,2017-08-21,,ingested,16-1474
"Rembrandt Gaming Technologies, LP v. Boyd Gaming Corp.",2017-08-21,Per Curiam,ingested,2016-2249
Georgetown Rail Equipment Co. v. Holland L.P.,2017-08-16,Per Curiam,ingested,2016-2297
"Multimedia Plus, Inc. v. PlayerLync LLC",2017-08-16,Per Curiam,ingested,2016-2574
Pogosyan v. Department of Homeland Security,2017-08-16,Per Curiam,ingested,2017-1734
"VideoShare, LLC v. Google Inc.",2017-08-16,Per Curiam,ingested,2016-2438
"Hilsinger Co. v. Eyeego, LLC",2017-08-15,Per Curiam,ingested,2017-1128
In re Francis,2017-08-15,Per Curiam,ingested,2016-2695
"Pentair Water Pool & Spa, Inc. v. Hayward Industries, Inc.",2017-08-15,Per Curiam,ingested,2016-2598
Visual Memory LLC v. Nvidia Corporation,2017-08-15,HUGHES,ingested,2016-2254
"C-Cation Technologies, LLC v. Arris Group, Inc.",2017-08-11,Per Curiam,ingested,2016-2561
"CertusView Technologies, LLC v. S & N Locating Services, LLC",2017-08-11,Per Curiam,ingested,2016-2605
"AIA America, Inc. v. Eli Lilly & Co.",2017-08-10,Per Curiam,ingested,2016-2094
"Aia America, Inc. v. Avid Radiopharmaceuticals",2017-08-10,Hughes,ingested,2016-2647
"Airport Road Associates, Ltd. v. United States",2017-08-10,Taranto,ingested,2016-1542
"Amgen Inc. v. Hospira, Inc.",2017-08-10,Dyk,ingested,2016-2179
In Re: North Carolina Lottery,2017-08-10,Hughes,ingested,2016-2558
Rumsey v. Department of Justice,2017-08-10,STOLL,ingested,2016-2661
"Romag Fasteners, Inc. v. Fossil, Inc.",2017-08-09,NEWMAN,ingested,2016-1115; 2016-1116; 2016-1842
"In Re: I.am.symbolic, LLC",2017-08-08,LOURIE,ingested,2016-1507; 2016-1508; 2016-1509
Diamond Sawblades Manufacturers Coalition v. United States,2017-08-07,,ingested,2016-1253
"Personal Audio, LLC v. Electronic Frontier Foundation",2017-08-07,Newman,ingested,2016-1123
"Homeland Housewares, LLC v. Whirlpool Corporation",2017-08-04,NEWMAN,ingested,2016-1511
"Lee's Ford Dock, Inc. v. Secretary of the Army",2017-08-02,Schall,ingested,2016-2308
Georgetown Rail Equipment Co. v. Holland L.P.,2017-08-01,WALLACH,ingested,2016-2297
Georgetown Rail Equipment Co. v. Holland L.P.,2017-08-01,Per Curiam,ingested,2016-2297
Honeywell International Inc. v. Mexichem Amanco Holding S.A. De C.V.,2017-08-01,WALLACH,ingested,2016-1996
"Helsinn Healthcare S.A. v. Teva Pharmaceuticals USA, Inc.",2017-07-31,,ingested,16-1284
"Earnhardt v. Kerry Earnhardt, Inc.",2017-07-27,HUGHES,ingested,2016-1939
"Regeneron Pharmaceuticals, Inc. v. Merus N.V.",2017-07-27,NEWMAN,ingested,2016-1346
"Soft Gel Technologies, Inc. v. Jarrow Formulas, Inc.",2017-07-26,Bryson,ingested,16-1814
"Soft Gel Technologies, Inc. v. Jarrow Formulas, Inc.",2017-07-26,BRYSON,ingested,2016-1814; 2016-1815; 2017-1051
"Lunareye, Inc. v. Matal",2017-07-24,Per Curiam,ingested,2016-1413; 2016-1837
Macias v. Department of the Army,2017-07-24,Per Curiam,ingested,2016-2508
"Think Computer Corp. v. Square, Inc.",2017-07-24,Per Curiam,ingested,2016-1818
Fedora v. MSPB,2017-07-20,Plager,ingested,15-3039
Fedora v. Merit Systems Protection Board,2017-07-20,PLAGER,ingested,2015-3039
Miskill v. Social Security Administration,2017-07-20,Hughes,ingested,2016-1598
Musselman v. Army,2017-07-20,Gajarsa,ingested,16-2522
Musselman v. Department of the Army,2017-07-20,Per Curiam,ingested,2016-2522
"Otsuka Pharmaceutical Co. v. Zydus Pharmaceuticals USA, Inc.",2017-07-20,Per Curiam,ingested,"2016-1962, 2016-1963, 2016-1964, 2016-1966, 2016-1968, 2016-1970, 2016-1971, 2016-1972, 2016-1973, 2016-1974, 2016-1975, 2016-1978"
Vocke v. Merit Systems Protection Board,2017-07-20,Per Curiam,ingested,2016-2390
"Eleven Engineering, Inc. v. Microsoft Corp.",2017-07-19,Per Curiam,ingested,2016-2439; 2016-2489
HJS Emissions Technology GmbH & Co. KG v. BASF Corp.,2017-07-19,Per Curiam,ingested,2016-2440; 2016-2441
"Instradent USA, Inc. v. International Trade Commission",2017-07-19,Per Curiam,ingested,2016-2336
Manzanares v. Shulkin,2017-07-19,Dyk,ingested,2016-1946
Nuevolution A/S v. Pedersen,2017-07-19,Per Curiam,ingested,2015-1284; 2015-1285
Stanford v. United States,2017-07-19,Per Curiam,ingested,2016-1990
Sweeting v. Merit Systems Protection Board,2017-07-19,Per Curiam,ingested,2016-2540
Chaky v. Shulkin,2017-07-18,Per Curiam,ingested,2017-1280
The Container Store v. United States,2017-07-18,Mayer,ingested,2016-1666
"Millennium Pharmaceuticals, Inc. v. Sandoz Inc.",2017-07-17,Newman,ingested,"2015-2066, 2016-1008, 2016-1009, 2016-1010, 2016-1109, 2016-1110, 2016-1283, 2016-1762"
"Petro-Hunt, L.L.C. v. United States",2017-07-17,Clevenger,ingested,"2016-1981, 2016-1983"
"Polo Gear Intellectual Properties, Inc. v. PRL USA Holdings, Inc.",2017-07-17,Per Curiam,ingested,2016-2478; 2016-2568
Baka v. Department of Justice,2017-07-14,Per Curiam,ingested,2016-2351
Franklin-Mason v. United States,2017-07-14,Per Curiam,ingested,2016-1985
Johnson v. Shulkin,2017-07-14,Chen,ingested,2016-2144
Apex Frozen Foods Private Ltd. v. United States,2017-07-12,Clevenger,ingested,15-2085
Apex Frozen Foods Private Ltd. v. United States,2017-07-12,Clevenger,ingested,16-1789
Apex Frozen Foods Private Ltd. v. United States,2017-07-12,CLEVENGER,ingested,2016-1789
In re Ravin,2017-07-12,Per Curiam,ingested,2017-1112
Genband US LLC v. Metaswitch Networks Corp.,2017-07-10,Taranto,ingested,2017-1148
Ipcom Gmbh & Co. v. Htc Corporation,2017-07-07,Chen,ingested,2016-1474
"Adjustacam, LLC v. Newegg, Inc.",2017-07-05,Reyna,ingested,2016-1882
Maverick Tube Corp. v. Toscelik Profil Ve Sac Endustrisi A.S.,2017-07-03,Stoll,ingested,2016-2330
Adams v. United States,2017-06-29,Wallach,ingested,2016-2361
Board of Trustees of the Leland Stanford Junior University v. Chinese University of Hong Kong,2017-06-27,,ingested,2015-2011
"Nantkwest, Inc. v. Matal",2017-06-23,Stoll,ingested,2016-1794
Edmondson v. Shulkin,2017-06-22,Malley,ingested,2016-1591
Storer v. Clark,2017-06-21,Newman,ingested,2015-1802
"Global TelLink Corp. v. Securus Technologies, Inc.",2017-06-19,Per Curiam,ingested,2016-2135
"Hand Held Products, Inc. v. Amazon.com, Inc.",2017-06-19,Per Curiam,ingested,2016-1906
Intellectual Ventures II LLC v. Ericsson Inc.,2017-06-19,Per Curiam,ingested,2016-1955
"Nexlearn, LLC v. Allen Interactions, Inc.",2017-06-19,HUGHES,ingested,"2016-2170, 2016-2221"
Pope v. Department of the Navy,2017-06-19,Per Curiam,ingested,2016-2106
"Precision Standard, Inc. v. United States Defense Logistics Agency",2017-06-19,Per Curiam,ingested,2017-1045
Cleveland Clinic Foundation v. True Health Diagnostics LLC,2017-06-16,WALLACH,ingested,2016-1766
"Emerachem Holdings, LLC v. Volkswagen Group of America",2017-06-16,,ingested,16-1984
Outdry Technologies Corp. v. Geox S.P.A.,2017-06-16,REYNA,ingested,2016-1769
"EmeraChem Holdings, LLC v. Volkswagen Group of America, Inc.",2017-06-15,Moore,ingested,2016-1984
Disabled American Veterans v. Secretary of Veterans Affairs,2017-06-14,Moore,ingested,2016-1493
Home Semiconductor Corp. v. Samsung Electronics Co.,2017-06-14,Per Curiam,ingested,2016-2214
"Garmin International, Inc. v. International Trade Commission",2017-06-13,Reyna,ingested,2016-2584
"PLL Technologies, Inc. v. Xilinx, Inc.",2017-06-13,Per Curiam,ingested,2016-2219
Vehicle Interface Technologies LLC v. Jaguar Land Rover North America LLC,2017-06-13,Per Curiam,ingested,2016-2537; 2016-2538
Clarke v. Shulkin,2017-06-12,Per Curiam,ingested,2016-2420
EMC Corp. v. Zerto Inc.,2017-06-12,Per Curiam,ingested,2016-1856; 2016-1883
Macon v. Office of Compliance,2017-06-12,Per Curiam,ingested,2017-1026
"One-E-Way, Inc. v. International Trade Commission",2017-06-12,,ingested,2016-2105
"Pioneer Reserve, LLC v. United States",2017-06-12,Per Curiam,ingested,2017-1095
Credit Acceptance Corp. v. Westlake Services,2017-06-09,MAYER,ingested,2016-2001
"HTC Corp. v. Cellular Communications Equipment, LLC",2017-06-09,Per Curiam,ingested,2016-1859
"In re Sea Ray Boats, Inc.",2017-06-09,Newman,ingested,2017-124
"Richmond v. Coleman Cable, LLC",2017-06-09,,ingested,2016-1773
Lyons v. American College of Veterinary Sports Medicine & Rehabilitation,2017-06-08,STOLL,ingested,2016-2055
"New World International, Inc. v. Ford Global Technologies, LLC",2017-06-08,Bryson,ingested,2016-2097
Snyder v. Secretary of Veterans Affairs,2017-06-08,CHEN,ingested,2016-1529
Tartaglia v. Department of Veterans Affairs,2017-06-08,WALLACH,ingested,2016-2226
Wyandot Nation of Kansas v. United States,2017-06-08,Malley,ingested,2016-1654
"Environmental Safety Consultants, Inc. v. Stackley",2017-06-07,Per Curiam,ingested,2016-1260
"Skky, Inc. v. Mindgeek, S.A.R.L.",2017-06-07,Lourie,ingested,2016-2018
"Crossroads Systems, Inc. v. Oracle Corp.",2017-06-06,Reyna,ingested,2016-1930; 2016-1931
"Secure Axcess, LLC v. Pnc Bank National Association",2017-06-06,Lourie,ingested,2016-1353
"Checkpoint Systems, Inc. v. All-Tag Security S.A.",2017-06-05,Newman,ingested,2016-1397
Evans v. Building Materials Corp. of America,2017-06-05,Taranto,ingested,2016-2427
"Rothschild Connected Devices Innovations, LLC v. Guardian Protection Services, Inc.",2017-06-05,MAYER,ingested,2016-2521
"Suntec Industries Co., Ltd. v. United States",2017-06-02,,ingested,16-2093
Preston v. Nagel,2017-06-01,Hughes,ingested,16-1524
Preston v. Nagel,2017-06-01,HUGHES,ingested,2016-1524
Kitlinski v. Merit Systems Protection Board,2017-05-31,CHEN,ingested,2016-1498
Maverick Tube Corporation v. United States,2017-05-30,Lourie,ingested,"2016-1649, 2016-1656, 2016-1689"
"Suntec Industries Co., Ltd. v. United States",2017-05-30,NEWMAN,ingested,2016-2093
"Halo Electronics, Inc. v. Pulse Electronics, Inc.",2017-05-26,Lourie,ingested,2016-2006
Ollis v. Shulkin,2017-05-26,Stark,ingested,2016-1315
United States v. American Home Assurance Co.,2017-05-26,Moore,ingested,"2016-1088, 2016-1090"
Lee v. Merit Systems Protection Board,2017-05-25,STOLL,ingested,2017-1232
"Joseph Phelps Vineyards, LLC v. Fairmont Holdings, LLC",2017-05-24,Newman,ingested,2016-1089
Rivera v. International Trade Commission,2017-05-23,Linn,ingested,2016-1841
Mylan Institutional LLC v. Aurobindo Pharma Ltd.,2017-05-19,Lourie,ingested,2017-1645
Barna v. United States,2017-05-17,Per Curiam,ingested,2016-2588
Arcelormittal v. Ak Steel Corporation,2017-05-16,Wallach,ingested,2016-1357
Arcelormittal v. Ak Steel Corporation,2017-05-16,HUGHES,ingested,16-1357
In re Medical Biomech Partnership,2017-05-15,Per Curiam,ingested,2016-2159
Prasad v. Office of Personnel Management,2017-05-15,Per Curiam,ingested,2016-2267
"Toshiba Corp. v. Optical Devices, LLC",2017-05-15,Per Curiam,ingested,"2016-2012, 2016-2013, 2016-2014"
"Aylus Networks, Inc. v. Apple Inc.",2017-05-11,Stoll,ingested,2016-1599
"Cascades Projection LLC v. Epson America, Inc.",2017-05-11,REYNA,ingested,"2017-1517, 2017-1518"
"Linkgine, Inc. v. Viglink, Inc.",2017-05-11,Per Curiam,ingested,"2016-2087, 2016-2088"
Nova Chemicals Corporation v. Dow Chemical Company,2017-05-11,Hughes,ingested,2016-1576
"Rovalma, S.A. v. Bohler-Edelstahl Gmbh & Co. Kg",2017-05-11,STOLL,ingested,2016-2233
"Cisco Systems, Inc. v. Cirrex Systems, LLC",2017-05-10,Chen,ingested,"2016-1143, 2016-1144"
"In Re AT & T Intellectual Property II, L.P.",2017-05-10,REYNA,ingested,2016-1830
In re Fernandez,2017-05-10,Per Curiam,ingested,2016-2611
"In re Nuvasive, Inc.",2017-05-10,Per Curiam,ingested,"2015-1839, 2015-1840"
"In re Nuvasive, Inc.",2017-05-10,Per Curiam,ingested,2015-1838
"In re Nuvasive, Inc.",2017-05-10,Per Curiam,ingested,"2015-1842, 2015-1843"
"Garco Construction, Inc. v. Secretary of the Army",2017-05-09,WALLACH,ingested,2016-1936
Helman v. Department of Veterans Affairs,2017-05-09,Chen,ingested,2015-3086
In re Lippert,2017-05-09,Per Curiam,ingested,2016-2255
"InterMetro Industries Corp. v. Enovate Medical, LLC",2017-05-09,Per Curiam,ingested,2016-2153; 2016-2162
"IpVenture, Inc. v. Fedex Corp.",2017-05-09,Per Curiam,ingested,2016-1911
"Massachusetts Institute of Technology v. Micron Technology, Inc.",2017-05-09,Per Curiam,ingested,2016-2358
"Nexuscard, Inc. v. Kroger Co.",2017-05-09,Per Curiam,ingested,2016-2074; 2016-2077
Parra v. Department of Homeland Security,2017-05-09,Per Curiam,ingested,2016-1797
"Shire Development, LLC v. Cadila Healthcare Ltd.",2017-05-09,Per Curiam,ingested,2017-1048
Singh v. United States Postal Service,2017-05-09,Per Curiam,ingested,2016-2668
Starr International Company v. United States,2017-05-09,Wallach,ingested,"2015-5103, 2015-5133"
Adkins v. United States,2017-05-08,TARANTO,ingested,2016-1961
Boomerang Tube LLC v. United States,2017-05-08,Reyna,ingested,"2016-1554, 2016-1561"
"GoDaddy.com, LLC v. RPost Communications Ltd.",2017-05-05,Per Curiam,ingested,2016-2335
"In Re: Affinity Labs of Texas, LLC",2017-05-05,STOLL,ingested,2016-1173
"In Re: Affinity Labs of Texas, LLC",2017-05-05,STOLL,ingested,"2016-1092, 2016-1172"
Topsnik v. United States,2017-05-05,Per Curiam,ingested,2016-2405
Intervet Inc. v. E.I. DuPont de Nemours & Co.,2017-05-03,Per Curiam,ingested,2016-2131
"Romag Fasteners, Inc. v. Fossil, Inc.",2017-05-03,Per Curiam,ingested,2014-1856; 2014-1857
Dellew Corporation v. United States,2017-05-01,Wallach,ingested,2016-2304
"Helsinn Healthcare S.A. v. Teva Pharmaceuticals USA, Inc.",2017-05-01,Dyk,ingested,"2016-1284, 2016-1787"
"Call Henry, Inc. v. United States",2017-04-28,Reyna,ingested,2016-1732
"Nichia Corporation v. Everlight Americas, Inc.",2017-04-28,Stoll,ingested,2016-1585; 2016-1618
"Northwest Title Agency, Inc. v. United States",2017-04-28,Newman,ingested,2016-2158
"Recognicorp, LLC v. Nintendo Co., Ltd.",2017-04-28,STOLL,ingested,2016-1499
"Reoforce, Inc. v. United States",2017-04-28,,ingested,15-5084
"8x8, Inc. v. United States",2017-04-27,HUGHES,ingested,2016-1959
Monk v. Shulkin,2017-04-26,Reyna,ingested,"2015-7092, 2015-7106"
Snyder v. Department of the Navy,2017-04-26,CHEN,ingested,2016-1940
"Fairchild (Taiwan) Corp. v. Power Integrations, Inc.",2017-04-21,REYNA,ingested,2017-1002
Paice LLC v. Ford Motor Co.,2017-04-21,Per Curiam,ingested,2016-1746; 2016-2034
Banks v. Merit Systems Protection Board,2017-04-18,Dyk,ingested,2017-1242
Gantt v. Social Security Administration,2017-04-18,Per Curiam,ingested,2015-3115
Phil-Insul Corp. v. Airlite Plastics Co.,2017-04-17,WALLACH,ingested,2016-1982
"Rembrandt Wireless Technologies, LP v. Samsung Electronics Co.",2017-04-17,Stoll,ingested,2016-1729
Core Wireless Licensing S.A.R.L. v. Apple Inc.,2017-04-14,Bryson,ingested,2015-2037
Novartis AG v. Torrent Pharmaceuticals Ltd.,2017-04-12,O'Malley,ingested,2016-1352
"Papst Licensing GmbH & Co. KG v. Xilinx, Inc.",2017-04-12,Per Curiam,ingested,2016-2323
Preservation Wellness Technologies LLC v. Allscripts Healthcare Solutions Inc.,2017-04-12,Per Curiam,ingested,2016-2193; 2016-2194; 2016-2195
Toro v. United States,2017-04-12,Per Curiam,ingested,2016-1960
Diaz v. United States,2017-04-11,STOLL,ingested,2016-2501
"Integrated Claims Systems, LLC v. Travelers Lloyds of Texas Insurance Co.",2017-04-11,Per Curiam,ingested,2016-2163; 2016-2164
Zagg Intellectual Property Holding Co. v. Tech 21 UK Ltd.,2017-04-11,Per Curiam,ingested,2016-1976
Ethox Chemicals LLC v. Coca-Cola Co.,2017-04-10,Per Curiam,ingested,2016-1786; 2016-1845
Gaeta v. Shulkin,2017-04-10,Stoll,ingested,2016-1812
In re Modern Woodmen of America,2017-04-10,Per Curiam,ingested,2016-2306
"Relyant, LLC v. Speer",2017-04-10,Per Curiam,ingested,2016-2038
Takeda Pharmaceutical Co. v. Sun Pharma Global FZE,2017-04-10,Per Curiam,ingested,2016-2325
Becker v. Office of Personnel Management,2017-04-07,CHEN,ingested,2016-1365
"Williamson ex rel. Home Bondholders' Liquidating Trust v. Citrix Systems, Inc.",2017-04-07,Per Curiam,ingested,2016-1714
Ackerson v. Shulkin,2017-04-06,Per Curiam,ingested,2016-1486
"Amerisourcebergen Specialty Group, Inc. v. FFF Enterprises, Inc.",2017-04-06,Per Curiam,ingested,2016-2025
"Hillcrest Laboratories, Inc. v. Movea, Inc.",2017-04-06,Per Curiam,ingested,2016-1738
In re Honeywell International Inc.,2017-04-06,Per Curiam,ingested,2016-1839
Manigault v. Shulkin,2017-04-06,Per Curiam,ingested,2016-1851
"Net Talk.com, Inc. v. Magicjack Vocaltec Ltd.",2017-04-06,Per Curiam,ingested,2016-1683
"Open Parking, LLC v. Parkme, Inc.",2017-04-06,Per Curiam,ingested,2016-2370
Scott v. Merit Systems Protection Board,2017-04-06,Per Curiam,ingested,2015-3210
"Skillsurvey, Inc. v. Checkster LLC",2017-04-06,Per Curiam,ingested,2016-1994
"The Medicines Company v. Mylan, Inc.",2017-04-06,Dyk,ingested,"2015-1113, 2015-1151, 2015-1181"
"White Knuckle Gaming, LLC v. Electronic Arts, Inc.",2017-04-06,Per Curiam,ingested,2016-2286
Agility Public Warehousing Co. KSCP v. Mattis,2017-04-04,,ingested,2016-1265
Novartis Ag v. Noven Pharmaceuticals Inc.,2017-04-04,Wallach,ingested,2016-1678; 2016-1679
"Wasica Finance GmbH v. Continental Automotive Systems, Inc.",2017-04-04,Schall,ingested,2015-2078; 2015-2079; 2015-2093; 2015-2096
ASETEK DANMARK A/S v. CMI USA Inc.,2017-04-03,Per Curiam,ingested,"2016-1026, 2016-1183"
Asetek Danmark A/S v. CMI USA Inc.,2017-04-03,Chen,ingested,"2016-1026, 2016-1183"
Asetek Danmark v. Cmi USA Inc.,2017-04-03,Per Curiam,ingested,16-1026
Asetek Danmark v. Cmi USA Inc.,2017-04-03,Per Curiam,ingested,16-1026
"Meridian Products, LLC v. United States",2017-03-28,Wallach,ingested,2016-1730
In Re: Chudik,2017-03-27,STOLL,ingested,2016-1817
University of Utah v. Max-Planck-Gesellschaft Zur Foerderung Der Wissenschaften E.V.,2017-03-23,Reyna,ingested,2016-1336
"Icon Health and Fitness, Inc. v. Strava, Inc.",2017-03-22,,ingested,16-1475
"Tviim, LLC v. McAfee, Inc.",2017-03-21,Reyna,ingested,2016-1562
"Advanced Ground Information Systems, Inc. v. Life360, Inc.",2017-03-20,Per Curiam,ingested,2016-1332
Boyd v. Office of Personnel Management,2017-03-20,Bryson,ingested,2016-1078
Enova Technology Corp. v. Seagate Technology (US) Holdings Inc.,2017-03-20,Per Curiam,ingested,2016-1287
Hime v. Shulkin,2017-03-20,Per Curiam,ingested,2016-2123
In re Chudik,2017-03-20,Per Curiam,ingested,2016-2171
In re Katakis,2017-03-20,Per Curiam,ingested,2016-1695
Motorola Mobility LLC v. Intellectual Ventures I LLC,2017-03-20,Per Curiam,ingested,2016-1401; 2016-1404
"Voter Verified, Inc. v. Premier Election Solutions, Inc.",2017-03-20,Per Curiam,ingested,2016-2272; 2016-2273
"Affinity Labs of Texas, LLC v. Samsung Electronics Co.",2017-03-17,Per Curiam,ingested,2016-2022; 2016-2023; 2016-2024
Bayer Cropscience Ag v. Dow Agrosciences LLC,2017-03-17,Stoll,ingested,2015-1854
"EResearchTechnology, Inc. v. CRF, Inc.",2017-03-17,Per Curiam,ingested,2016-2281
"Evie's Catering, Inc. v. United States",2017-03-17,Per Curiam,ingested,2016-2342
"In re Affinity Labs of Texas, LLC",2017-03-17,Per Curiam,ingested,2016-1756
"Reoforce, Inc. v. United States",2017-03-17,Stoll,ingested,2015-5084
"Mentor Graphics Corporation v. Eve-Usa, Inc.",2017-03-16,Moore,ingested,"2015-1470, 2015-1554, 2015-1556"
Union Steel Manufacturing Co. v. United States,2017-03-16,,ingested,17-1628
"Bear Creek Technologies, Inc. v. Cisco Systems, Inc.",2017-03-15,Per Curiam,ingested,2016-1805
